MARKET_NAME,Market_Address_Line1,Market_Address_Line2, Market_town , Market_City, Market_District, Market_Pincode
Chakdah,Address_line947,Address_line_948,Chakdah,Chakdah,Chakdah,600947
Khateema,Address_line948,Address_line_949,Khateema,Khateema,Khateema,600948
Sarankul,Address_line949,Address_line_950,Sarankul,Sarankul,Sarankul,600949
Baramkela,Address_line950,Address_line_951,Baramkela,Baramkela,Baramkela,600950
Borsad,Address_line951,Address_line_952,Borsad,Borsad,Borsad,600951
Chaakghat,Address_line952,Address_line_953,Chaakghat,Chaakghat,Chaakghat,600952
Rawatsar,Address_line953,Address_line_954,Rawatsar,Rawatsar,Rawatsar,600953
Vyra,Address_line954,Address_line_955,Vyra,Vyra,Vyra,600954
Kishunpur,Address_line955,Address_line_956,Kishunpur,Kishunpur,Kishunpur,600955
Huliyar,Address_line956,Address_line_957,Huliyar,Huliyar,Huliyar,600956
Ganaur,Address_line957,Address_line_958,Ganaur,Ganaur,Ganaur,600957
Lateri,Address_line958,Address_line_959,Lateri,Lateri,Lateri,600958
Robertsganj,Address_line959,Address_line_960,Robertsganj,Robertsganj,Robertsganj,600959
Bilimora,Address_line960,Address_line_961,Bilimora,Bilimora,Bilimora,600960
Bhadrawati,Address_line961,Address_line_962,Bhadrawati,Bhadrawati,Bhadrawati,600961
Dharmabad,Address_line962,Address_line_963,Dharmabad,Dharmabad,Dharmabad,600962
Jagtial,Address_line963,Address_line_964,Jagtial,Jagtial,Jagtial,600963
Bijapur,Address_line964,Address_line_965,Bijapur,Bijapur,Bijapur,600964
Abohar,Address_line965,Address_line_966,Abohar,Abohar,Abohar,600965
Baxirhat,Address_line966,Address_line_967,Baxirhat,Baxirhat,Baxirhat,600966
Sindholi,Address_line967,Address_line_968,Sindholi,Sindholi,Sindholi,600967
Vashi New Mumbai,Address_line968,Address_line_969,Vashi New Mumbai,Vashi New Mumbai,Vashi New Mumbai,600968
Nasik,Address_line969,Address_line_970,Nasik,Nasik,Nasik,600969
Karad,Address_line970,Address_line_971,Karad,Karad,Karad,600970
Narela,Address_line971,Address_line_972,Narela,Narela,Narela,600971
Paithan,Address_line972,Address_line_973,Paithan,Paithan,Paithan,600972
Jalore,Address_line973,Address_line_974,Jalore,Jalore,Jalore,600973
Farukhabad,Address_line974,Address_line_975,Farukhabad,Farukhabad,Farukhabad,600974
Kottur,Address_line975,Address_line_976,Kottur,Kottur,Kottur,600975
Nilagiri,Address_line976,Address_line_977,Nilagiri,Nilagiri,Nilagiri,600976
Kiratpur,Address_line977,Address_line_978,Kiratpur,Kiratpur,Kiratpur,600977
Narkhed,Address_line978,Address_line_979,Narkhed,Narkhed,Narkhed,600978
Tarikere,Address_line979,Address_line_980,Tarikere,Tarikere,Tarikere,600979
Saidpur,Address_line980,Address_line_981,Saidpur,Saidpur,Saidpur,600980
Noida,Address_line981,Address_line_982,Noida,Noida,Noida,600981
Rajula,Address_line982,Address_line_983,Rajula,Rajula,Rajula,600982
Nargunda,Address_line983,Address_line_984,Nargunda,Nargunda,Nargunda,600983
Tanda,Address_line984,Address_line_985,Tanda,Tanda,Tanda,600984
Tarapur,Address_line985,Address_line_986,Tarapur,Tarapur,Tarapur,600985
Bhilwara,Address_line986,Address_line_987,Bhilwara,Bhilwara,Bhilwara,600986
Bhanupratappur,Address_line987,Address_line_988,Bhanupratappur,Bhanupratappur,Bhanupratappur,600987
Taliparamba,Address_line988,Address_line_989,Taliparamba,Taliparamba,Taliparamba,600988
Bhitarwar,Address_line989,Address_line_990,Bhitarwar,Bhitarwar,Bhitarwar,600989
Koppal,Address_line990,Address_line_991,Koppal,Koppal,Koppal,600990
Badami,Address_line991,Address_line_992,Badami,Badami,Badami,600991
Tharad(Rah),Address_line992,Address_line_993,Tharad(Rah),Tharad(Rah),Tharad(Rah),600992
Mau,Address_line993,Address_line_994,Mau,Mau,Mau,600993
Ajmer(F&V),Address_line994,Address_line_995,Ajmer(F&V),Ajmer(F&V),Ajmer(F&V),600994
Rajapalayam,Address_line995,Address_line_996,Rajapalayam,Rajapalayam,Rajapalayam,600995
Uklana,Address_line996,Address_line_997,Uklana,Uklana,Uklana,600996
Sevda,Address_line997,Address_line_998,Sevda,Sevda,Sevda,600997
Siroli,Address_line998,Address_line_999,Siroli,Siroli,Siroli,600998
Teliamura,Address_line999,Address_line_1000,Teliamura,Teliamura,Teliamura,600999
Guna(F&V),Address_line1000,Address_line_1001,Guna(F&V),Guna(F&V),Guna(F&V),601000
Pandkital,Address_line1001,Address_line_1002,Pandkital,Pandkital,Pandkital,601001
Kalol,Address_line1002,Address_line_1003,Kalol,Kalol,Kalol,601002
Aron,Address_line1003,Address_line_1004,Aron,Aron,Aron,601003
Gariyaband,Address_line1004,Address_line_1005,Gariyaband,Gariyaband,Gariyaband,601004
Balod,Address_line1005,Address_line_1006,Balod,Balod,Balod,601005
Pennagaram,Address_line1006,Address_line_1007,Pennagaram,Pennagaram,Pennagaram,601006
Bolangir,Address_line1007,Address_line_1008,Bolangir,Bolangir,Bolangir,601007
Sindi(Selu),Address_line1008,Address_line_1009,Sindi(Selu),Sindi(Selu),Sindi(Selu),601008
Barwala,Address_line1009,Address_line_1010,Barwala,Barwala,Barwala,601009
Nakud,Address_line1010,Address_line_1011,Nakud,Nakud,Nakud,601010
Pakur,Address_line1011,Address_line_1012,Pakur,Pakur,Pakur,601011
Vadodara(Navapura),Address_line1012,Address_line_1013,Vadodara(Navapura),Vadodara(Navapura),Vadodara(Navapura),601012
Nalkehda,Address_line1013,Address_line_1014,Nalkehda,Nalkehda,Nalkehda,601013
Kama,Address_line1014,Address_line_1015,Kama,Kama,Kama,601014
Sulya,Address_line1015,Address_line_1016,Sulya,Sulya,Sulya,601015
Faizabad,Address_line1016,Address_line_1017,Faizabad,Faizabad,Faizabad,601016
Padra,Address_line1017,Address_line_1018,Padra,Padra,Padra,601017
Pratappur,Address_line1018,Address_line_1019,Pratappur,Pratappur,Pratappur,601018
Thirumangalam,Address_line1019,Address_line_1020,Thirumangalam,Thirumangalam,Thirumangalam,601019
Risia,Address_line1020,Address_line_1021,Risia,Risia,Risia,601020
Khairagarh,Address_line1021,Address_line_1022,Khairagarh,Khairagarh,Khairagarh,601021
Yellapur,Address_line1022,Address_line_1023,Yellapur,Yellapur,Yellapur,601022
Una,Address_line1023,Address_line_1024,Una,Una,Una,601023
K.Mandvi,Address_line1024,Address_line_1025,K.Mandvi,K.Mandvi,K.Mandvi,601024
Bayad,Address_line1025,Address_line_1026,Bayad,Bayad,Bayad,601025
Morena(F&V),Address_line1026,Address_line_1027,Morena(F&V),Morena(F&V),Morena(F&V),601026
Kondagoan,Address_line1027,Address_line_1028,Kondagoan,Kondagoan,Kondagoan,601027
Bhivandi,Address_line1028,Address_line_1029,Bhivandi,Bhivandi,Bhivandi,601028
Jaunpur,Address_line1029,Address_line_1030,Jaunpur,Jaunpur,Jaunpur,601029
Gajsinghpur,Address_line1030,Address_line_1031,Gajsinghpur,Gajsinghpur,Gajsinghpur,601030
F.G.Churian,Address_line1031,Address_line_1032,F.G.Churian,F.G.Churian,F.G.Churian,601031
Laxmeshwar,Address_line1032,Address_line_1033,Laxmeshwar,Laxmeshwar,Laxmeshwar,601032
Chalisgaon,Address_line1033,Address_line_1034,Chalisgaon,Chalisgaon,Chalisgaon,601033
Garoth,Address_line1034,Address_line_1035,Garoth,Garoth,Garoth,601034
Asansol,Address_line1035,Address_line_1036,Asansol,Asansol,Asansol,601035
Khatora,Address_line1036,Address_line_1037,Khatora,Khatora,Khatora,601036
Gehri(Jandiala mandi),Address_line1037,Address_line_1038,Gehri(Jandiala mandi),Gehri(Jandiala mandi),Gehri(Jandiala mandi),601037
Pandhurna,Address_line1038,Address_line_1039,Pandhurna,Pandhurna,Pandhurna,601038
Bargur,Address_line1039,Address_line_1040,Bargur,Bargur,Bargur,601039
Rampura Phul,Address_line1040,Address_line_1041,Rampura Phul,Rampura Phul,Rampura Phul,601040
Agra,Address_line1041,Address_line_1042,Agra,Agra,Agra,601041
Padampur,Address_line1042,Address_line_1043,Padampur,Padampur,Padampur,601042
Gadaura,Address_line1043,Address_line_1044,Gadaura,Gadaura,Gadaura,601043
Mukerian(Talwara),Address_line1044,Address_line_1045,Mukerian(Talwara),Mukerian(Talwara),Mukerian(Talwara),601044
Siddhpur,Address_line1045,Address_line_1046,Siddhpur,Siddhpur,Siddhpur,601045
Sinner,Address_line1046,Address_line_1047,Sinner,Sinner,Sinner,601046
Chandausi,Address_line1047,Address_line_1048,Chandausi,Chandausi,Chandausi,601047
Nizar,Address_line1048,Address_line_1049,Nizar,Nizar,Nizar,601048
Bagepalli,Address_line1049,Address_line_1050,Bagepalli,Bagepalli,Bagepalli,601049
Sikarpur,Address_line1050,Address_line_1051,Sikarpur,Sikarpur,Sikarpur,601050
Maksi,Address_line1051,Address_line_1052,Maksi,Maksi,Maksi,601051
Saharanpur,Address_line1052,Address_line_1053,Saharanpur,Saharanpur,Saharanpur,601052
Flower Market,Address_line1053,Address_line_1054,Flower Market,Flower Market,Flower Market,601053
Palampur,Address_line1054,Address_line_1055,Palampur,Palampur,Palampur,601054
Washim,Address_line1055,Address_line_1056,Washim,Washim,Washim,601055
Ratlam,Address_line1056,Address_line_1057,Ratlam,Ratlam,Ratlam,601056
Bilsi,Address_line1057,Address_line_1058,Bilsi,Bilsi,Bilsi,601057
Kharupetia,Address_line1058,Address_line_1059,Kharupetia,Kharupetia,Kharupetia,601058
Bharwari,Address_line1059,Address_line_1060,Bharwari,Bharwari,Bharwari,601059
Chalakudy,Address_line1060,Address_line_1061,Chalakudy,Chalakudy,Chalakudy,601060
Bewar,Address_line1061,Address_line_1062,Bewar,Bewar,Bewar,601061
Naushera Pannuan,Address_line1062,Address_line_1063,Naushera Pannuan,Naushera Pannuan,Naushera Pannuan,601062
Champadanga,Address_line1063,Address_line_1064,Champadanga,Champadanga,Champadanga,601063
Srinivasapur,Address_line1064,Address_line_1065,Srinivasapur,Srinivasapur,Srinivasapur,601064
Visnagar,Address_line1065,Address_line_1066,Visnagar,Visnagar,Visnagar,601065
Ner Parasopant,Address_line1066,Address_line_1067,Ner Parasopant,Ner Parasopant,Ner Parasopant,601066
L B Nagar,Address_line1067,Address_line_1068,L B Nagar,L B Nagar,L B Nagar,601067
Champaknagar,Address_line1068,Address_line_1069,Champaknagar,Champaknagar,Champaknagar,601068
Jaora,Address_line1069,Address_line_1070,Jaora,Jaora,Jaora,601069
Brahmpuri,Address_line1070,Address_line_1071,Brahmpuri,Brahmpuri,Brahmpuri,601070
Obedullaganj,Address_line1071,Address_line_1072,Obedullaganj,Obedullaganj,Obedullaganj,601071
Tikonia,Address_line1072,Address_line_1073,Tikonia,Tikonia,Tikonia,601072
Bampada,Address_line1073,Address_line_1074,Bampada,Bampada,Bampada,601073
Kamalghat,Address_line1074,Address_line_1075,Kamalghat,Kamalghat,Kamalghat,601074
Arvi,Address_line1075,Address_line_1076,Arvi,Arvi,Arvi,601075
Dasada Patadi,Address_line1076,Address_line_1077,Dasada Patadi,Dasada Patadi,Dasada Patadi,601076
Manendragarh,Address_line1077,Address_line_1078,Manendragarh,Manendragarh,Manendragarh,601077
Manwat,Address_line1078,Address_line_1079,Manwat,Manwat,Manwat,601078
Richha,Address_line1079,Address_line_1080,Richha,Richha,Richha,601079
Pachaur,Address_line1080,Address_line_1081,Pachaur,Pachaur,Pachaur,601080
Jaithari,Address_line1081,Address_line_1082,Jaithari,Jaithari,Jaithari,601081
Radhanpur,Address_line1082,Address_line_1083,Radhanpur,Radhanpur,Radhanpur,601082
Mhalingapur,Address_line1083,Address_line_1084,Mhalingapur,Mhalingapur,Mhalingapur,601083
Betnoti,Address_line1084,Address_line_1085,Betnoti,Betnoti,Betnoti,601084
Bareli,Address_line1085,Address_line_1086,Bareli,Bareli,Bareli,601085
Nasrullaganj,Address_line1086,Address_line_1087,Nasrullaganj,Nasrullaganj,Nasrullaganj,601086
Shahpura Bhitoni (F&V),Address_line1087,Address_line_1088,Shahpura Bhitoni (F&V),Shahpura Bhitoni (F&V),Shahpura Bhitoni (F&V),601087
Karkala,Address_line1088,Address_line_1089,Karkala,Karkala,Karkala,601088
Ballia,Address_line1089,Address_line_1090,Ballia,Ballia,Ballia,601089
Junagadh,Address_line1090,Address_line_1091,Junagadh,Junagadh,Junagadh,601090
North Lakhimpur,Address_line1091,Address_line_1092,North Lakhimpur,North Lakhimpur,North Lakhimpur,601091
Jalaun,Address_line1092,Address_line_1093,Jalaun,Jalaun,Jalaun,601092
Rampuraphul(Nabha Mandi),Address_line1093,Address_line_1094,Rampuraphul(Nabha Mandi),Rampuraphul(Nabha Mandi),Rampuraphul(Nabha Mandi),601093
Bagli,Address_line1094,Address_line_1095,Bagli,Bagli,Bagli,601094
Jodhpur(Grain)(Bhagat Ki Kothi),Address_line1095,Address_line_1096,Jodhpur(Grain)(Bhagat Ki Kothi),Jodhpur(Grain)(Bhagat Ki Kothi),Jodhpur(Grain)(Bhagat Ki Kothi),601095
Solan,Address_line1096,Address_line_1097,Solan,Solan,Solan,601096
Lohian Khas,Address_line1097,Address_line_1098,Lohian Khas,Lohian Khas,Lohian Khas,601097
Thasara(Dokar),Address_line1098,Address_line_1099,Thasara(Dokar),Thasara(Dokar),Thasara(Dokar),601098
Vedachandur,Address_line1099,Address_line_1100,Vedachandur,Vedachandur,Vedachandur,601099
Kosikalan,Address_line1100,Address_line_1101,Kosikalan,Kosikalan,Kosikalan,601100
Partaval,Address_line1101,Address_line_1102,Partaval,Partaval,Partaval,601101
Mahuwa Mandawar,Address_line1102,Address_line_1103,Mahuwa Mandawar,Mahuwa Mandawar,Mahuwa Mandawar,601102
Khetia,Address_line1103,Address_line_1104,Khetia,Khetia,Khetia,601103
Muskara,Address_line1104,Address_line_1105,Muskara,Muskara,Muskara,601104
Jabalpur,Address_line1105,Address_line_1106,Jabalpur,Jabalpur,Jabalpur,601105
Madathukulam,Address_line1106,Address_line_1107,Madathukulam,Madathukulam,Madathukulam,601106
Fatehpur Sikri,Address_line1107,Address_line_1108,Fatehpur Sikri,Fatehpur Sikri,Fatehpur Sikri,601107
Ujjain(F&V),Address_line1108,Address_line_1109,Ujjain(F&V),Ujjain(F&V),Ujjain(F&V),601108
Gohana,Address_line1109,Address_line_1110,Gohana,Gohana,Gohana,601109
Mirzapur,Address_line1110,Address_line_1111,Mirzapur,Mirzapur,Mirzapur,601110
Chandur Bazar,Address_line1111,Address_line_1112,Chandur Bazar,Chandur Bazar,Chandur Bazar,601111
Sohela,Address_line1112,Address_line_1113,Sohela,Sohela,Sohela,601112
Javad,Address_line1113,Address_line_1114,Javad,Javad,Javad,601113
Daryapur,Address_line1114,Address_line_1115,Daryapur,Daryapur,Daryapur,601114
Munguli,Address_line1115,Address_line_1116,Munguli,Munguli,Munguli,601115
Nohar,Address_line1116,Address_line_1117,Nohar,Nohar,Nohar,601116
Sheoraphuly,Address_line1117,Address_line_1118,Sheoraphuly,Sheoraphuly,Sheoraphuly,601117
Huzurnagar,Address_line1118,Address_line_1119,Huzurnagar,Huzurnagar,Huzurnagar,601118
Baran,Address_line1119,Address_line_1120,Baran,Baran,Baran,601119
Ratia,Address_line1120,Address_line_1121,Ratia,Ratia,Ratia,601120
Kondotty,Address_line1121,Address_line_1122,Kondotty,Kondotty,Kondotty,601121
Hosadurga,Address_line1122,Address_line_1123,Hosadurga,Hosadurga,Hosadurga,601122
Siyana,Address_line1123,Address_line_1124,Siyana,Siyana,Siyana,601123
Ramkrishanpur(Howrah),Address_line1124,Address_line_1125,Ramkrishanpur(Howrah),Ramkrishanpur(Howrah),Ramkrishanpur(Howrah),601124
Kottayam,Address_line1125,Address_line_1126,Kottayam,Kottayam,Kottayam,601125
Sindagi(Hendi),Address_line1126,Address_line_1127,Sindagi(Hendi),Sindagi(Hendi),Sindagi(Hendi),601126
Atru,Address_line1127,Address_line_1128,Atru,Atru,Atru,601127
Raibareilly,Address_line1128,Address_line_1129,Raibareilly,Raibareilly,Raibareilly,601128
Umarga,Address_line1129,Address_line_1130,Umarga,Umarga,Umarga,601129
Praswada,Address_line1130,Address_line_1131,Praswada,Praswada,Praswada,601130
Khanpur,Address_line1131,Address_line_1132,Khanpur,Khanpur,Khanpur,601131
Manjeri,Address_line1132,Address_line_1133,Manjeri,Manjeri,Manjeri,601132
Dhoraji,Address_line1133,Address_line_1134,Dhoraji,Dhoraji,Dhoraji,601133
Lashkar(F&V),Address_line1134,Address_line_1135,Lashkar(F&V),Lashkar(F&V),Lashkar(F&V),601134
Pen,Address_line1135,Address_line_1136,Pen,Pen,Pen,601135
Makhu,Address_line1136,Address_line_1137,Makhu,Makhu,Makhu,601136
Ajmer (Grain),Address_line1137,Address_line_1138,Ajmer (Grain),Ajmer (Grain),Ajmer (Grain),601137
Muktsar,Address_line1138,Address_line_1139,Muktsar,Muktsar,Muktsar,601138
Bhusaval,Address_line1139,Address_line_1140,Bhusaval,Bhusaval,Bhusaval,601139
Mau(Chitrakut),Address_line1140,Address_line_1141,Mau(Chitrakut),Mau(Chitrakut),Mau(Chitrakut),601140
Wyra,Address_line1141,Address_line_1142,Wyra,Wyra,Wyra,601141
Rapar,Address_line1142,Address_line_1143,Rapar,Rapar,Rapar,601142
Gurgaon,Address_line1143,Address_line_1144,Gurgaon,Gurgaon,Gurgaon,601143
Kamthi,Address_line1144,Address_line_1145,Kamthi,Kamthi,Kamthi,601144
Bhiwapur,Address_line1145,Address_line_1146,Bhiwapur,Bhiwapur,Bhiwapur,601145
Pandua,Address_line1146,Address_line_1147,Pandua,Pandua,Pandua,601146
Ralegaon,Address_line1147,Address_line_1148,Ralegaon,Ralegaon,Ralegaon,601147
Palus,Address_line1148,Address_line_1149,Palus,Palus,Palus,601148
Surat,Address_line1149,Address_line_1150,Surat,Surat,Surat,601149
Sealdah Koley Market,Address_line1150,Address_line_1151,Sealdah Koley Market,Sealdah Koley Market,Sealdah Koley Market,601150
Kothamangalam,Address_line1151,Address_line_1152,Kothamangalam,Kothamangalam,Kothamangalam,601151
Fatehpur,Address_line1152,Address_line_1153,Fatehpur,Fatehpur,Fatehpur,601152
Jalandhar City(Jalandhar),Address_line1153,Address_line_1154,Jalandhar City(Jalandhar),Jalandhar City(Jalandhar),Jalandhar City(Jalandhar),601153
Mothkur,Address_line1154,Address_line_1155,Mothkur,Mothkur,Mothkur,601154
Nautnava,Address_line1155,Address_line_1156,Nautnava,Nautnava,Nautnava,601155
Bardoli(Katod),Address_line1156,Address_line_1157,Bardoli(Katod),Bardoli(Katod),Bardoli(Katod),601156
Ellanabad,Address_line1157,Address_line_1158,Ellanabad,Ellanabad,Ellanabad,601157
Bareilly,Address_line1158,Address_line_1159,Bareilly,Bareilly,Bareilly,601158
Gandhwani,Address_line1159,Address_line_1160,Gandhwani,Gandhwani,Gandhwani,601159
Dudhawa,Address_line1160,Address_line_1161,Dudhawa,Dudhawa,Dudhawa,601160
Meghraj(Radlavada),Address_line1161,Address_line_1162,Meghraj(Radlavada),Meghraj(Radlavada),Meghraj(Radlavada),601161
Pilibhit,Address_line1162,Address_line_1163,Pilibhit,Pilibhit,Pilibhit,601162
Bethuadahari,Address_line1163,Address_line_1164,Bethuadahari,Bethuadahari,Bethuadahari,601163
Choubepur,Address_line1164,Address_line_1165,Choubepur,Choubepur,Choubepur,601164
Barasat,Address_line1165,Address_line_1166,Barasat,Barasat,Barasat,601165
Jalpaiguri Sadar,Address_line1166,Address_line_1167,Jalpaiguri Sadar,Jalpaiguri Sadar,Jalpaiguri Sadar,601166
Ujjain,Address_line1167,Address_line_1168,Ujjain,Ujjain,Ujjain,601167
Jagadhri,Address_line1168,Address_line_1169,Jagadhri,Jagadhri,Jagadhri,601168
Shirpur,Address_line1169,Address_line_1170,Shirpur,Shirpur,Shirpur,601169
Shahganj,Address_line1170,Address_line_1171,Shahganj,Shahganj,Shahganj,601170
Khambhat(Grain Market),Address_line1171,Address_line_1172,Khambhat(Grain Market),Khambhat(Grain Market),Khambhat(Grain Market),601171
Purwa,Address_line1172,Address_line_1173,Purwa,Purwa,Purwa,601172
Korar,Address_line1173,Address_line_1174,Korar,Korar,Korar,601173
Tulsipur,Address_line1174,Address_line_1175,Tulsipur,Tulsipur,Tulsipur,601174
Sengoan,Address_line1175,Address_line_1176,Sengoan,Sengoan,Sengoan,601175
Kanjirappally,Address_line1176,Address_line_1177,Kanjirappally,Kanjirappally,Kanjirappally,601176
Bariya,Address_line1177,Address_line_1178,Bariya,Bariya,Bariya,601177
Raghogarh,Address_line1178,Address_line_1179,Raghogarh,Raghogarh,Raghogarh,601178
Madhavapuram,Address_line1179,Address_line_1180,Madhavapuram,Madhavapuram,Madhavapuram,601179
Pilli Banga,Address_line1180,Address_line_1181,Pilli Banga,Pilli Banga,Pilli Banga,601180
Chandur Railway,Address_line1181,Address_line_1182,Chandur Railway,Chandur Railway,Chandur Railway,601181
Thandla,Address_line1182,Address_line_1183,Thandla,Thandla,Thandla,601182
Kannad,Address_line1183,Address_line_1184,Kannad,Kannad,Kannad,601183
Kunjpura,Address_line1184,Address_line_1185,Kunjpura,Kunjpura,Kunjpura,601184
Sangat,Address_line1185,Address_line_1186,Sangat,Sangat,Sangat,601185
Bharuch,Address_line1186,Address_line_1187,Bharuch,Bharuch,Bharuch,601186
Syopurkalan(F&V),Address_line1187,Address_line_1188,Syopurkalan(F&V),Syopurkalan(F&V),Syopurkalan(F&V),601187
Rewari,Address_line1188,Address_line_1189,Rewari,Rewari,Rewari,601188
Roorkee,Address_line1189,Address_line_1190,Roorkee,Roorkee,Roorkee,601189
Jintur,Address_line1190,Address_line_1191,Jintur,Jintur,Jintur,601190
Patiala,Address_line1191,Address_line_1192,Patiala,Patiala,Patiala,601191
Murim,Address_line1192,Address_line_1193,Murim,Murim,Murim,601192
Mahuva(Anaval),Address_line1193,Address_line_1194,Mahuva(Anaval),Mahuva(Anaval),Mahuva(Anaval),601193
Shadabad,Address_line1194,Address_line_1195,Shadabad,Shadabad,Shadabad,601194
Hindoun,Address_line1195,Address_line_1196,Hindoun,Hindoun,Hindoun,601195
Lingasugur,Address_line1196,Address_line_1197,Lingasugur,Lingasugur,Lingasugur,601196
Murbad,Address_line1197,Address_line_1198,Murbad,Murbad,Murbad,601197
Neeleswaram,Address_line1198,Address_line_1199,Neeleswaram,Neeleswaram,Neeleswaram,601198
Boraee,Address_line1199,Address_line_1200,Boraee,Boraee,Boraee,601199
Jhajjar,Address_line1200,Address_line_1201,Jhajjar,Jhajjar,Jhajjar,601200
Nagina,Address_line1201,Address_line_1202,Nagina,Nagina,Nagina,601201
Lalru,Address_line1202,Address_line_1203,Lalru,Lalru,Lalru,601202
Kharar,Address_line1203,Address_line_1204,Kharar,Kharar,Kharar,601203
Shrigonda(Gogargaon),Address_line1204,Address_line_1205,Shrigonda(Gogargaon),Shrigonda(Gogargaon),Shrigonda(Gogargaon),601204
Bodeli(Modasar),Address_line1205,Address_line_1206,Bodeli(Modasar),Bodeli(Modasar),Bodeli(Modasar),601205
Ahmedabad(Fruit Market,Address_line1206,Address_line_1207,Ahmedabad(Fruit Market,Ahmedabad(Fruit Market,Ahmedabad(Fruit Market,601206
Morinda,Address_line1207,Address_line_1208,Morinda,Morinda,Morinda,601207
Murud,Address_line1208,Address_line_1209,Murud,Murud,Murud,601208
Sailana,Address_line1209,Address_line_1210,Sailana,Sailana,Sailana,601209
Gopiganj,Address_line1210,Address_line_1211,Gopiganj,Gopiganj,Gopiganj,601210
Godhra,Address_line1211,Address_line_1212,Godhra,Godhra,Godhra,601211
Gulbarga,Address_line1212,Address_line_1213,Gulbarga,Gulbarga,Gulbarga,601212
Anjad,Address_line1213,Address_line_1214,Anjad,Anjad,Anjad,601213
Chikli(Khorgam),Address_line1214,Address_line_1215,Chikli(Khorgam),Chikli(Khorgam),Chikli(Khorgam),601214
Dera Baba Nanak,Address_line1215,Address_line_1216,Dera Baba Nanak,Dera Baba Nanak,Dera Baba Nanak,601215
Barpathari,Address_line1216,Address_line_1217,Barpathari,Barpathari,Barpathari,601216
Karhi,Address_line1217,Address_line_1218,Karhi,Karhi,Karhi,601217
Pattikonda,Address_line1218,Address_line_1219,Pattikonda,Pattikonda,Pattikonda,601218
Anajngaon,Address_line1219,Address_line_1220,Anajngaon,Anajngaon,Anajngaon,601219
Ahirora,Address_line1220,Address_line_1221,Ahirora,Ahirora,Ahirora,601220
Jajpur,Address_line1221,Address_line_1222,Jajpur,Jajpur,Jajpur,601221
Sriganganagar,Address_line1222,Address_line_1223,Sriganganagar,Sriganganagar,Sriganganagar,601222
Dera Bassi,Address_line1223,Address_line_1224,Dera Bassi,Dera Bassi,Dera Bassi,601223
Jetpur-Pavi,Address_line1224,Address_line_1225,Jetpur-Pavi,Jetpur-Pavi,Jetpur-Pavi,601224
Vadaseri,Address_line1225,Address_line_1226,Vadaseri,Vadaseri,Vadaseri,601225
Tamkuhi Road,Address_line1226,Address_line_1227,Tamkuhi Road,Tamkuhi Road,Tamkuhi Road,601226
Mow,Address_line1227,Address_line_1228,Mow,Mow,Mow,601227
Shahjahanpur,Address_line1228,Address_line_1229,Shahjahanpur,Shahjahanpur,Shahjahanpur,601228
Dhule,Address_line1229,Address_line_1230,Dhule,Dhule,Dhule,601229
Koratla,Address_line1230,Address_line_1231,Koratla,Koratla,Koratla,601230
Amroha,Address_line1231,Address_line_1232,Amroha,Amroha,Amroha,601231
Saraskana,Address_line1232,Address_line_1233,Saraskana,Saraskana,Saraskana,601232
Alirajpur,Address_line1233,Address_line_1234,Alirajpur,Alirajpur,Alirajpur,601233
Mandal,Address_line1234,Address_line_1235,Mandal,Mandal,Mandal,601234
Nowpora,Address_line1235,Address_line_1236,Nowpora,Nowpora,Nowpora,601235
Shegaon,Address_line1236,Address_line_1237,Shegaon,Shegaon,Shegaon,601236
Nagpur,Address_line1237,Address_line_1238,Nagpur,Nagpur,Nagpur,601237
Chhibramau(Kannuj),Address_line1238,Address_line_1239,Chhibramau(Kannuj),Chhibramau(Kannuj),Chhibramau(Kannuj),601238
Bhawanipatna,Address_line1239,Address_line_1240,Bhawanipatna,Bhawanipatna,Bhawanipatna,601239
Durgapur,Address_line1240,Address_line_1241,Durgapur,Durgapur,Durgapur,601240
Shakti,Address_line1241,Address_line_1242,Shakti,Shakti,Shakti,601241
Bhikangaon,Address_line1242,Address_line_1243,Bhikangaon,Bhikangaon,Bhikangaon,601242
Bilara,Address_line1243,Address_line_1244,Bilara,Bilara,Bilara,601243
Panposh,Address_line1244,Address_line_1245,Panposh,Panposh,Panposh,601244
Sagar,Address_line1245,Address_line_1246,Sagar,Sagar,Sagar,601245
Bhanjanagar,Address_line1246,Address_line_1247,Bhanjanagar,Bhanjanagar,Bhanjanagar,601246
Kalanaur,Address_line1247,Address_line_1248,Kalanaur,Kalanaur,Kalanaur,601247
Kasinagar,Address_line1248,Address_line_1249,Kasinagar,Kasinagar,Kasinagar,601248
Sonpeth,Address_line1249,Address_line_1250,Sonpeth,Sonpeth,Sonpeth,601249
Sambhal,Address_line1250,Address_line_1251,Sambhal,Sambhal,Sambhal,601250
Nabarangpur(Umerkote),Address_line1251,Address_line_1252,Nabarangpur(Umerkote),Nabarangpur(Umerkote),Nabarangpur(Umerkote),601251
Badwaha,Address_line1252,Address_line_1253,Badwaha,Badwaha,Badwaha,601252
Rajnandgaon,Address_line1253,Address_line_1254,Rajnandgaon,Rajnandgaon,Rajnandgaon,601253
Keshoraipatan,Address_line1254,Address_line_1255,Keshoraipatan,Keshoraipatan,Keshoraipatan,601254
Deori,Address_line1255,Address_line_1256,Deori,Deori,Deori,601255
